,Condition,State,City,Price,Currency,ITEM_CONDITION,LENGTH,PASSENGER_CAPACITY,POWER,TRACTION_CONTROL,HAS_AIR_CONDITIONING,ENGINE_DISPLACEMENT,BRAND,DOORS,ENGINE,FUEL_TYPE,KILOMETERS,MODEL,TRANSMISSION,TRIM,VEHICLE_YEAR,SINGLE_OWNER,ENGINE_MANUFACTURER,MOTO_TYPE,CYLINDERS,LOADING_CAPACITY,HOURS_OF_USE,FORKLIFT_TYPE,HAS_POWER_TRIM,ENGINE_QUANTITY,BEAM,OPERATING_WEIGHT,LINE,WEIGHT,DRAFT,INTERNAL_DIAMETER,MAX_POWER
MLM793983361,used,Michoacán,Morelia,149000.0,MXN,Usado,,,,Delantera,,1598 cc,Nissan,4,,Gasolina,47505 km,Versa,Manual,1.6 Sense Mt,2016,,,,,,,,,,,,,,,,
MLM807952185,used,Puebla,Puebla,170000.0,MXN,Usado,,,,Delantera,,1798 cc,Nissan,4,,Gasolina,72000 km,Sentra,Automática,1.8 Advance Cvt,2017,,,,,,,,,,,,,,,,
MLM777906255,new,Distrito Federal,Xochimilco,99900.0,MXN,Nuevo,,,,,,250 cc,Benelli,,,Gasolina,0 km,LEONCINO 250,,,2020,,,Scrambler,,,,,,,,,,,,,
MLM804577335,used,Nuevo León,Monterrey,139000.0,MXN,Usado,,,,,,650 cc,Kawasaki,,,Gasolina,9417 km,Ninja 650,,,2016,,,Ninja,,,,,,,,,,,,,
MLM776141481,used,Nuevo León,Monterrey,255000.0,MXN,Usado,,,,Delantera,,2489 cc,Mazda,4,,Gasolina,60000 km,Mazda 6,Automática,2.5 I Grand Touring Plus At,2016,,,,,,,,,,,,,,,,
MLM792137120,used,Michoacán,Morelia,349000.0,MXN,Usado,,,,Delantera,,1496 cc,Honda,4,,Gasolina,33732 km,Civic,Automática,1.5 Turbo Touring I-style Cvt,2018,,,,,,,,,,,,,,,,
MLM793080279,used,Nuevo León,Monterrey,75000.0,MXN,Usado,,,,,,1100 cc,Yamaha,,,Gasolina,24757 km,V STAR CUSTOM,,,2001,,,Custom,,,,,,,,,,,,,
MLM733114145,new,Distrito Federal,Cuauhtémoc,27399.0,MXN,Nuevo,,,,,,200 cc,Vento,,4 tiempos,Gasolina,0 km,VENTO THRILLER,,,2019,No,vento aventura,Tracker,,,,,,,,,,,,,
MLM791540815,used,Estado De México,Huixquilucan,329000.0,MXN,Usado,,5,,4x4,Sí,2 L,Audi,5,2.0,Gasolina,77000 km,Q5,Automática,2.0 Elite L4 T At,2015,No,,,,,,,,,,,,,,,
MLM810843209,used,Distrito Federal,Benito Juárez,148000.0,MXN,Usado,4868 mm,5,170 hp,Delantera,,2.5 L,Volkswagen,4,2.5,Gasolina,72000 km,Passat,Automática,2.5 Confortline At,2012,,,,,,,,,,,,,,,,
MLM795055728,used,Distrito Federal,Benito Juárez,210000.0,MXN,Usado,,,,Delantera,,,Volkswagen,4,,Diésel,21320 km,Vento,Manual,Comfortline TDI,2018,,,,,,,,,,,,,,,,
MLM771470459,new,Estado De México,Ecatepec de Morelos,62999.0,MXN,Nuevo,,,,,,200 cc,Muevetec,,4 tiempos,Gasolina,0 km,GYA8P,,,2020,No,MUEVETEC,Motocarros,,,,,,,,,,,,,
MLM801073858,used,Estado De México,Huixquilucan,275000.0,MXN,Usado,,,,4x4,,,Dodge,,,,61000 km,RAM 2500,Automática,,2014,,,,,,,,,,,,,,,,
MLM805585661,used,Distrito Federal,Tláhuac,147000.0,MXN,Usado,4492 mm,5,106 hp,Delantera,Sí,1598 cc,Nissan,4,1.6,Gasolina,41665 km,Versa,Manual,1.6 Drive Mt,2018,,,,,,,,,,,,,,,,
MLM796470308,used,Nuevo León,San Pedro Garza García,365000.0,MXN,Usado,,,,Delantera,,1595 cc,Mercedes-Benz,5,,Gasolina,30000 km,Clase GLA,Manual,1.6 180 Cgi Mt,2017,,,,,,,,,,,,,,,,
MLM798490386,used,Guanajuato,Celaya,165000.0,MXN,Usado,,,,Delantera,,2.5 L,Volkswagen,4,,Gasolina,83000 km,Jetta,Manual,2.5 Trendline L5 Man B A Mt,2015,,,,,,,,,,,,,,,,
MLM796469305,used,Nuevo León,San Pedro Garza García,230000.0,MXN,Usado,,,,4x2,,2.5 L,Mazda,5,,Gasolina,89000 km,CX-5,Manual,2.5 S Grand Touring 4x2 Mt,2014,,,,,,,,,,,,,,,,
MLM782141404,used,Puebla,Puebla,167500.0,MXN,Usado,,,,Trasera,,1495 cc,Toyota,4,,Gasolina,35000 km,Avanza,Automática,1.5 Le At,2016,,,,,,,,,,,,,,,,
MLM784237421,new,Estado De México,Zinacantepec,39900.0,MXN,Nuevo,,,,,,200 cc,DAZON,,4 tiempos,,0 km,Otros Modelos,,,2020,No,DAZON,Motocarros,,,,,,,,,,,,,
MLM809537343,used,Distrito Federal,Benito Juárez,134900.0,MXN,Usado,5256 mm,2,,4x4,Sí,4.2 L,Ford,2,4.2,Gasolina,89000 km,F-150,Manual,4.2 Flotillera 4x4 Mt,2004,,,,,,,,,,,,,,,,
MLM793246511,used,Puebla,Puebla,149000.0,MXN,Usado,3765 mm,5,88 hp,Delantera,Sí,1248 cc,Hyundai,4,1.3,Gasolina,59000 km,Grand i10,Manual,1.3 Gls Mt,2017,Sí,,,,,,,,,,,,,,,
MLM807378720,used,Querétaro,Querétaro,550000.0,MXN,Usado,,,,Trasera,,,Jaguar,4,,Gasolina,23541 km,XE,Automática,2.0 R-sport At,2018,,,,,,,,,,,,,,,,
MLM808117115,used,Nuevo León,Monterrey,385000.0,MXN,Usado,,,,,,,Hino,,,,133210 km,300/716 diesel,Manual,,2013,,,,,,,,,,,,,,,,
MLM809710828,used,Distrito Federal,Benito Juárez,269900.0,MXN,Usado,,,,Trasera,Sí,,Mitsubishi,4,,Gasolina,45476 km,L200,Manual,2.4 Cabina Doble 4x2 Mt,2017,,,,,,,,,,,,,,,,
MLM802535416,used,Distrito Federal,Miguel Hidalgo,250000.0,MXN,Usado,,,,,,1290 cc,KTM,,,,9700 km,ADVENTURE 1290,,,2017,,,Doble propósito,,,,,,,,,,,,,
MLM753005484,new,Distrito Federal,Cuauhtémoc,7000.0,MXN,Nuevo,,,,,,47 cc,Otras Marcas,,,Gasolina,0 km,Otros Modelos,,,2020,,,Mini Motos,,,,,,,,,,,,,
MLM797621129,used,Guanajuato,Celaya,94000.0,MXN,Usado,,,,Delantera,,1206 cc,Chevrolet,5,,Gasolina,57000 km,Spark,Manual,1.3 Lt Classic Mt,2016,,,,,,,,,,,,,,,,
MLM799760255,used,Estado De México,Texcoco,299900.0,MXN,Usado,,,,4x4,,3 L,BMW,5,,Gasolina,61000 km,X5,Automática,3.0 Xdrive 35ia Premium At,2012,,,,,,,,,,,,,,,,
MLM810035927,used,Puebla,Puebla,255000.0,MXN,Usado,,5,,Delantera,Sí,3.5 L,Honda,5,3.5,Gasolina,119000 km,Odyssey,Automática,3.5 Exl V6/ At,2014,Sí,,,,,,,,,,,,,,,
MLM782144305,used,Puebla,Puebla,170000.0,MXN,Usado,,,,Delantera,,2480 cc,Volkswagen,4,,Gasolina,107302 km,Jetta,Manual,2.5 Trendline Mt,2016,,,,,,,,,,,,,,,,
MLM797598033,used,Distrito Federal,Azcapotzalco,599000.0,MXN,Usado,,,,Trasera,,1991 cc,Mercedes-Benz,2,,Gasolina,600 km,Clase C,Automática,2.0 200 Cgi Coupe At,2019,,,,,,,,,,,,,,,,
MLM815093117,used,Distrito Federal,Benito Juárez,500000.0,MXN,Usado,,,,Delantera,,,Audi,4,2.0,Gasolina,1530 km,A1,Automática,S Line,2020,,,,,,,,,,,,,,,,
MLM784242066,new,Morelos,Cuernavaca,39900.0,MXN,Nuevo,,,,,,200 cc,DAZON,,4 tiempos,Gasolina,0 km,Otros Modelos,,,2020,Sí,dazon,Motocarros,,,,,,,,,,,,,
MLM799769495,used,Distrito Federal,Iztapalapa,239900.0,MXN,Usado,,,,Delantera,Sí,,Volkswagen,4,,Gasolina,97323 km,Jetta,Automática,2.0 Gli 30 Aniversario At,2014,Sí,,,,,,,,,,,,,,,
MLM788037082,used,Puebla,Puebla,143000.0,MXN,Usado,4597 mm,4,,Delantera,Sí,1.8 L,Chevrolet,4,1.8,Gasolina,71000 km,Cruze,Automática,1.8 Ls At,2014,,,,,,,,,,,,,,,,
MLM808605910,used,Nuevo León,Monterrey,79000.0,MXN,Usado,,,,,,1100 cc,Honda,,,,42760 km,American Classic,,,2000,,Honda,Shopper,,,,,,,,,,,,,
MLM790888191,used,Distrito Federal,Iztacalco,74500.0,MXN,Usado,,,,,,321 cc,Yamaha,,,,15500 km,MT 03,,,2018,,,Deportivas,,,,,,,,,,,,,
MLM797956144,used,Distrito Federal,Gustavo A. Madero,317900.0,MXN,Usado,4480 mm,5,153 hp,Delantera,Sí,1999 cc,Kia,5,2.0,Gasolina,42000 km,Sportage,Automática,2.0 Ex Pack L At,2017,No,,,,,,,,,,,,,,,
MLM804290771,used,Puebla,Puebla,75000.0,MXN,Usado,,,,,,,Ford,2,,Gasolina,105000 km,F-250,,Xl,2004,,,,,,,,,,,,,,,,
MLM782141232,used,Puebla,Puebla,210000.0,MXN,Usado,,,,Delantera,,1390 cc,Volkswagen,5,,Gasolina,93224 km,Golf,Automática,1.4 Comfortline Sport At,2015,,,,,,,,,,,,,,,,
MLM793080304,used,Nuevo León,Monterrey,115000.0,MXN,Usado,,,,,,1200 cc,Harley-Davidson,,,,3500 km,Sportster 1200,,,2008,,,Chopper,,,,,,,,,,,,,
MLM784240578,new,Morelos,Cuernavaca,47000.0,MXN,Nuevo,,,,,,200 cc,DAZON,,4 tiempos,Gasolina,0 km,Otros Modelos,,,2020,No,DAZON,Motocarros,,,,,,,,,,,,,
MLM777904794,new,Distrito Federal,Iztapalapa,160880.0,MXN,Nuevo,,,,,,500 cc,Benelli,,,Gasolina,0 km,TRK 502X,,,2020,,,Doble propósito,,,,,,,,,,,,,
MLM813529442,used,Puebla,Puebla,130000.0,MXN,Usado,,,,,,950 cc,Yamaha,,4 tiempos,Gasolina,6000 km,bolt 2018,,,2018,Sí,Yamaha bolt,Yamaha bolt,,,,,,,,,,,,,
MLM788042103,used,Puebla,Puebla,229000.0,MXN,Usado,4310 mm,5,133 hp,Delantera,Sí,1998 cc,Renault,5,2.0,Gasolina,27000 km,Captur,Manual,2.0 Intens Mt,2018,Sí,,,,,,,,,,,,,,,
MLM815954346,used,Jalisco,Zapopan,449000.0,MXN,Usado,,,,Trasera,Sí,,BMW,4,,Gasolina,43021 km,Serie 3,Automática,2.0 330ia Luxury Line At,2017,,,,,,,,,,,,,,,,
MLM815950523,used,Jalisco,Zapopan,225000.0,MXN,Usado,,,,Delantera,Sí,,Mazda,4,,Gasolina,76130 km,Mazda 3,Automática,2.0 I Touring Mt,2016,Sí,,,,,,,,,,,,,,,
MLM804206040,used,Querétaro,San Juan Del Río,175577.0,MXN,Usado,,,,,,,Dodge,2,,Diésel,12345 km,Ram,,RAM 4000,2009,,,,,,,,,,,,,,,,
MLM788042088,used,Puebla,Puebla,239000.0,MXN,Usado,,,,Delantera,,3.6 L,Chrysler,5,,Gasolina,79000 km,Town & Country,Manual,3.6 Touring Mt,2015,,,,,,,,,,,,,,,,
MLM785239007,new,Morelos,Cuautla,20886.0,USD,Nuevo,,,,,,,New Holland,,,,,TT3 50,Secuencial,,2020,,,,,,,,,,,,,,,,
MLM803878264,used,Puebla,Puebla,140000.0,MXN,Usado,,,,Delantera,,1.4 L,Fiat,3,,Gasolina,54000 km,500,Automática,1.4 Sport At,2013,,,,,,,,,,,,,,,,
MLM809364228,used,Puebla,Puebla,235000.0,MXN,Usado,4488 mm,2,,Trasera,Sí,3 L,BMW,2,3.0,Gasolina,69000 km,Serie 3,Automática,3.0 330ci Cabriolet At,2008,No,,,,,,,,,,,,,,,
MLM808221820,new,Nuevo León,Monterrey,217200.0,MXN,Nuevo,3675 mm,5,81 hp,Delantera,Sí,1206 cc,Chevrolet,5,1.3,Gasolina,0 km,Spark,Manual,1.3 Lt Classic Mt,2020,,,,,,,,,,,,,,,,
MLM782141402,used,Puebla,Puebla,335000.0,MXN,Usado,,,,4x4,,3.7 L,Acura,5,,Gasolina,69000 km,MDX,Automática,3.7 Awd At,2014,,,,,,,,,,,,,,,,
MLM776464351,new,Jalisco,Zapopan,104650.0,MXN,Nuevo,,,,,,250 cc,FangPower,,,Gasolina,0 km,UTV250,,,2020,,,Cuatrimotos,,,,,,,,,,,,,
MLM793082903,used,Nuevo León,Monterrey,127900.0,MXN,Usado,,,,,,750 cc,Honda,,,Gasolina,3520 km,SHADOW VT750,,,2014,,,Chopper,,,,,,,,,,,,,
MLM790570140,used,Nuevo León,Guadalupe,116000.0,MXN,Usado,,,,,,,Nissan,2,,Diésel,107000 km,Frontier,,Doble rodado,2007,,,,,,,,,,,,,,,,
MLM805546083,used,Nuevo León,Monterrey,440000.0,MXN,Usado,,,,Trasera,,1998 cc,BMW,4,,Gasolina,35408 km,Serie 3,Automática,2.0 320ia Sport Line At,2017,,,,,,,,,,,,,,,,
MLM790350448,new,Nuevo León,Monterrey,354900.0,MXN,Nuevo,4544 mm,4,,Delantera,Sí,1.5 L,Chevrolet,4,1.5,Gasolina,0 km,Cavalier,Automática,1.5 Lt At,2020,,,,4,,,,,,,,,,,,
MLM790052917,new,Nuevo León,Monterrey,315600.0,MXN,Nuevo,4247 mm,5,140 hp,Delantera,Sí,1796 cc,Chevrolet,5,1.8,Gasolina,0 km,Trax,Manual,1.8 Ls Mt,2020,,,,,,,,,,,,,,,,
MLM793262541,new,Jalisco,Zapopan,29100.0,MXN,Nuevo,,,,,,150 cc,Sunl,,,Gasolina,0 km,Otros Modelos,,,2020,,,Motocarros,,,,,,,,,,,,,
MLM803883606,used,Puebla,Puebla,395000.0,MXN,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,
MLM798733222,used,Guanajuato,Celaya,162000.0,MXN,Usado,,,,Delantera,,1.6 L,Volkswagen,4,,Gasolina,65000 km,Vento,Automática,1.6 Starline At,2018,,,,,,,,,,,,,,,,
MLM802410174,used,Distrito Federal,Iztapalapa,94900.0,MXN,Usado,,,,Delantera,Sí,,Renault,4,,Gasolina,142131 km,Fluence,Automática,4p Dynamique CVT,2011,Sí,,,,,,,,,,,,,,,
MLM784237447,new,Morelos,Cuautla,65000.0,MXN,Nuevo,,,,,,200 cc,DAZON,,4 tiempos,,0 km,Otros Modelos,,,2020,Sí,DAZON,Motocarros,,,,,,,,,,,,,
MLM805544157,used,Michoacán,Morelia,175000.0,MXN,Usado,,,,Delantera,,1800 cc,Chevrolet,2,,Gasolina,68273 km,Tornado,Manual,1.8 Ls Ac Mt,2017,,,,,,,,,,,,,,,,
MLM774138013,used,Nuevo León,Monterrey,170000.0,MXN,Usado,,,,,,1200 cc,Indian,,,Gasolina,24800 km,Scout,,,2017,,,Chopper,,,,,,,,,,,,,
MLM792709236,new,Distrito Federal,Coyoacán,13500.0,MXN,Nuevo,,,,,,49 cc,MOTO AVANZADA,,2 tiempos,,0 km,Mini Kids 50,,,2021,No,AVANZADA,Cuatrimotos,,,,,,,,,,,,,
MLM782717940,used,Nuevo León,Monterrey,199000.0,MXN,Usado,,,,Delantera,,1984 cc,Volkswagen,4,,Gasolina,49702 km,Jetta,Automática,2.0 Tiptronic At,2018,,,,,,,,,,,,,,,,
MLM791264263,used,Distrito Federal,Coyoacán,297900.0,MXN,Usado,,,,Delantera,,3597 cc,Volkswagen,4,,Gasolina,40267 km,Passat,Automática,3.6 Dsg V6 At,2017,,,,,,,,,,,,,,,,
MLM802518499,used,Distrito Federal,Azcapotzalco,207000.0,MXN,Usado,4980 mm,,,4x4,Sí,2.7 L,Toyota,2,2.7,Gasolina,68000 km,Hilux,Manual,2.7 Chasis Cabina Mt,2015,No,,,,,,,,,,,,,,,
MLM798134038,used,Estado De México,Tlalnepantla de Baz,119000.0,MXN,Usado,,,,Delantera,,1798 cc,Nissan,4,,Gasolina,28000 km,Tiida,Manual,1.8 Advance Sedan Mt,2017,,,,,,,,,,,,,,,,
MLM802475970,used,Distrito Federal,Gustavo A. Madero,581000.0,MXN,Usado,4880 mm,4,247 hp,Delantera,Sí,2 L,Honda,4,2.0,Gasolina,400 km,Accord,Manual,2.0 Touring At,2020,,,,,,,,,,,,,,,,
MLM797625215,used,Guanajuato,Celaya,172000.0,MXN,Usado,,,,Delantera,,1796 cc,Chevrolet,5,,Gasolina,40000 km,Trax,Manual,1.8 Ls Mt,2016,,,,,,,,,,,,,,,,
MLM797619713,used,Guanajuato,Celaya,599000.0,MXN,Usado,,,,Trasera,,1991 cc,Mercedes-Benz,2,,Gasolina,2000 km,Clase C,Automática,2.0 250 Cgi Coupe At,2018,,,,,,,,,,,,,,,,
MLM797528479,used,Guanajuato,Celaya,230000.0,MXN,Usado,,,,Delantera,,1998 cc,Renault,5,,Gasolina,68000 km,Captur,Automática,2.0 Iconic At,2018,,,,,,,,,,,,,,,,
MLM808086918,used,Estado De México,Tlalnepantla de Baz,255000.0,MXN,Usado,,,,4x4,,4.3 L,Chevrolet,2,,Gasolina,9770 km,Silverado,Manual,Pickup Silverado 1500 5vel Mt,2005,,,,,,,,,,,,,,,,
MLM793999833,used,Michoacán,Morelia,298000.0,MXN,Usado,,5,,Delantera,Sí,3.5 L,Toyota,5,3.5,Gasolina,48022 km,Sienna,Automática,3.5 Ce V6 At,2015,No,,,,,,,,,,,,,,,
MLM784240619,new,Morelos,Cuernavaca,47000.0,MXN,Nuevo,,,,,,200 cc,DAZON CON VENTILADOR,,,,0 km,Otros Modelos,,,2020,No,DAZON,Motocarros,,,,,,,,,,,,,
MLM784237406,new,Morelos,Cuernavaca,65000.0,MXN,Nuevo,,,,,,200 cc,DAZON,,4 tiempos,,0 km,Otros Modelos,,,2020,Sí,DAZON,Motocarros,,,,,,,,,,,,,
MLM769262261,used,Jalisco,Zapopan,420000.0,MXN,Usado,,,,Delantera,,,Volkswagen,4,,Diésel,53000 km,Transporter,Manual,5p TDI L4/2.0/T Man 9/Pas Equipada,2017,,,,,,,,,,,,,,,,
MLM807694844,used,Nuevo León,Monterrey,420000.0,MXN,Usado,,,,,,,Isuzu,,,,230000 km,ELF 400,Manual,,2013,,MITSUBICHI,,,,,,,,,,,,,,
MLM758897583,new,Distrito Federal,Gustavo A. Madero,43966.0,MXN,Nuevo,,,,,,250 cc,oubike,,,Gasolina,0 km,Otros Modelos,,,2020,,,Motocarros,,,,,,,,,,,,,
MLM810000022,used,Distrito Federal,Miguel Hidalgo,75500.0,MXN,Usado,,,,,,650 cc,Yamaha,,,,51500 km,V STAR,,,2002,,Yamaha,Chopper,,,,,,,,,,,,,
MLM795959691,used,Puebla,Puebla,123000.0,MXN,Usado,4338 mm,4,103 hp,Delantera,Sí,1598 cc,Chevrolet,4,1.6,Gasolina,43000 km,Aveo,Automática,1.6 Ls At Sedán,2016,Sí,,,,,,,,,,,,,,,
MLM804685543,used,Distrito Federal,Azcapotzalco,182000.0,MXN,Usado,,,,Delantera,,,Hyundai,4,1.6 LITROS,Gasolina,35000 km,Accent,Automática,GL MID AUT 1.6,2019,No,,,,,,,,,,,,,,,
MLM789090507,used,Yucatán,Mérida,335000.0,MXN,Usado,,,,4x2,,,Hino,,,,193000 km,514,Manual,,2012,,,,,,,,,,,,,,,,
MLM797599026,used,Guanajuato,Celaya,288000.0,MXN,Usado,,,,Delantera,,,Volkswagen,4,,Gasolina,5000 km,Jetta,Manual,TRENDLINE 1.4,2019,,,,,,,,,,,,,,,,
MLM765392897,used,Querétaro,Querétaro,140000.0,MXN,Usado,4652 mm,5,115 hp,Delantera,No,2 L,Volkswagen,4,2.0L,Gasolina,67100 km,Jetta Clásico,Automática,CLASICO GL,2012,No,,,,,,,,,,,,,,,
MLM810659625,used,Distrito Federal,Gustavo A. Madero,359900.0,MXN,Usado,4771 mm,5,301 hp,Delantera,Sí,3564 cc,GMC,5,3.6,Gasolina,17335 km,Terrain,Automática,3.6 Denali At,2017,,,,,,,,,,,,,,,,
MLM788042086,used,Puebla,Puebla,119000.0,MXN,Usado,3710 mm,5,,Delantera,Sí,1.2 L,Mitsubishi,5,1.2,Gasolina,56000 km,Mirage,Manual,1.2 Gls Mt,2015,Sí,,,,,,,,,,,,,,,
MLM802847180,used,Distrito Federal,Iztacalco,142000.0,MXN,Usado,4492 mm,5,106 hp,Delantera,Sí,1598 cc,Nissan,4,1.6,Gasolina,62000 km,Versa,Manual,1.6 Advance Mt,2016,,,,,,,,,,,,,,,,
MLM767320327,used,Jalisco,Zapopan,163000.0,MXN,Usado,,,,Delantera,,,Honda,4,,Gasolina,146997 km,Accord,Automática,3.5 Ex Sedan V6 Piel Abs Qc Cd Mt,2012,,,,,,,,,,,,,,,,
MLM778244943,used,Distrito Federal,Miguel Hidalgo,70000.0,MXN,Usado,,,,,,1100 cc,Honda,,,,70000 km,HONDA ST-1100,,,1996,,,Crucero,,,,,,,,,,,,,
MLM810657954,used,Distrito Federal,Tláhuac,159000.0,MXN,Usado,4140 mm,5,102 hp,Trasera,Sí,1495 cc,Toyota,4,1.5,Gasolina,38567 km,Avanza,Manual,1.5 Cargo Mt,2016,,,,,,,,,,,,,,,,
MLM793358616,not_specified,Jalisco,San Miguel El Alto,14599.0,MXN,,,,,,,,Swissmex,,,,,620-020,,,2020,,,,,,,,,,,,,,,,
MLM792133378,used,Michoacán,Morelia,289000.0,MXN,Usado,,,,Delantera,,1390 cc,Audi,3,,Gasolina,43200 km,A1,Automática,1.4 Ego S-tronic Dsg,2017,,,,,,,,,,,,,,,,
MLM806659492,used,Estado De México,Nezahualcoyotl,100502.0,MXN,Usado,,,,Trasera,,,Nissan,4,2.4  16 válvulas,Gasolina,128000 km,Urvan,Manual,pasajeros austera,2007,No,,,,,,,,,,,,,,,
MLM814023719,used,Distrito Federal,Gustavo A. Madero,509900.0,MXN,Usado,4690 mm,5,140 hp,Delantera,Sí,1998 cc,Nissan,5,2.0,Híbrido/Gasolina,11000 km,X-Trail,Automática,2.0 Exclusiv 2 Row Hybrid,2020,Sí,,,,,,,,,,,,,,,
MLM812784570,used,Querétaro,Querétaro,235500.0,MXN,Usado,5335 mm,,158 hp,Trasera,Sí,2488 cc,Nissan,2,2.5,Gasolina,97500 km,NP300,Manual,2.5 Pick-up Dh Aa Pack Seg Mt,2016,,,,,,,,,,,,,,,,
MLM809973574,used,Distrito Federal,Tlalpan,513800.0,MXN,Usado,4656 mm,5,241 hp,4x4,Sí,1991 cc,Mercedes-Benz,5,2.0,Gasolina,61000 km,Clase GLC,Automática,2.0 300 Off Road At,2017,,,,,,,,,,,,,,,,
MLM805493619,used,Distrito Federal,Tlalpan,215000.0,MXN,Usado,,,,,,,Mazda,4,,Gasolina,43000 km,Mazda 3,,2.5 S Sedan At,2016,,,,,,,,,,,,,,,,
MLM804711331,not_specified,Puebla,Amozoc,19800.0,MXN,,,,,,,,remolques nacionales,,,,,cama baja,,,2020,,,,,,,,,,,,,,,,
MLM807919127,used,Hidalgo,Pachuca De Soto,2100000.0,MXN,Usado,,,,,,,Kenworth,,,,77342 km,TRACTOCAMION,Manual,,2019,,,,,,,,,,,,,,,,
MLM784242024,new,Estado De México,Zinacantepec,45900.0,MXN,Nuevo,,,,,,200 cc,DAZON,,4 tiempos,,0 km,Otros Modelos,,,2020,No,DAZON,Motocarros,,,,,,,,,,,,,
MLM777901494,new,Distrito Federal,Xochimilco,148102.5,MXN,Nuevo,,,,,,500 cc,Benelli,,,,0 km,TRK 502,,,2019,,,Doble propósito,,,,,,,,,,,,,
MLM806323278,used,Nuevo León,Monterrey,829000.0,MXN,Usado,,,,4x2,,,Kenworth,,,,476000 km,"T-370 CLIMA, CAJA SECA Y CAMAROTE",Manual,,2016,,,,,,,,,,,,,,,,
MLM797944864,used,Distrito Federal,Coyoacán,205000.0,MXN,Usado,4515 mm,2,105 hp,Delantera,Sí,1800 cc,Chevrolet,2,1.8,Gasolina,18700 km,Tornado,Manual,1.8 Lt Mt,2018,,,,,,,,,,,,,,,,
MLM777904789,new,Distrito Federal,Iztapalapa,40761.0,MXN,Nuevo,,,,,,150 cc,Benelli,,,,0 km,TNT 150,,,2020,,,Naked,,,,,,,,,,,,,
MLM812307448,used,Distrito Federal,Benito Juárez,249900.0,MXN,Usado,,,,Delantera,Sí,,Volkswagen,5,,Gasolina,75496 km,Tiguan,Automática,2.0 Sport&style At,2016,,,,,,,,,,,,,,,,
MLM809821460,used,Distrito Federal,Benito Juárez,289900.0,MXN,Usado,,,,Delantera,Sí,,Renault,4,,Gasolina,61838 km,Oroch,Automática,2.0 16v Outsider Aut,2019,,,,,,,,,,,,,,,,
MLM809710799,used,Distrito Federal,Benito Juárez,279900.0,MXN,Usado,,,,Delantera,Sí,,Ford,5,,Gasolina,53000 km,Escape,Automática,2.0 Titanium Ecoboost At,2016,,,,,,,,,,,,,,,,
MLM809710782,used,Distrito Federal,Benito Juárez,203900.0,MXN,Usado,,,,Delantera,Sí,,Chevrolet,4,,Gasolina,35500 km,Cruze,Automática,1.4 Ls At,2017,,,,,,,,,,,,,,,,
MLM809710752,used,Distrito Federal,Benito Juárez,334900.0,MXN,Usado,,,,Delantera,Sí,,Mini,4,,Gasolina,22750 km,Cooper,Automática,1.5 Pepper At,2018,,,,,,,,,,,,,,,,
MLM809072688,used,Puebla,Puebla,150000.0,MXN,Usado,4652 mm,5,113 hp,Delantera,Sí,2 L,Volkswagen,4,2.0,Gasolina,93000 km,Jetta,Automática,2.0 L4 At,2014,Sí,,,,,,,,,,,,,,,
MLM793196661,used,Estado De México,Tlalnepantla de Baz,345000.0,MXN,Usado,,,,Delantera,,1499 cc,Mini,3,,Gasolina,12000 km,Cooper,Manual,1.5 Chili Mt,2019,,,,,,,,,,,,,,,,
MLM813791310,used,Distrito Federal,Tlalpan,147500.0,MXN,Usado,,,,Trasera,Sí,1 L,Smart,2,1.0,Gasolina,49800 km,Fortwo,Automática,1.0 Coupe Black&white L3 At,2015,,,,,,,,,,,,,,,,
MLM812102669,used,Estado De México,Huixquilucan,175000.0,MXN,Usado,,5,,4x4,Sí,2.5 L,Nissan,5,2.5,Gasolina,52000 km,Rogue,Automática,2.5 Advance L4/ At,2014,No,,,,,,,,,,,,,,,
MLM791517172,used,Estado De México,Huixquilucan,485000.0,MXN,Usado,,,,Delantera,,3496 cc,Ford,5,,Gasolina,19000 km,Edge,Automática,3.5 Titanium At,2018,,,,,,,,,,,,,,,,
MLM815450180,used,Estado De México,Huixquilucan,479000.0,MXN,Usado,5008 mm,5,260 hp,4x4,Sí,3488 cc,Nissan,5,3.5,Gasolina,24000 km,Pathfinder,Automática,3.5 Exclusive 4x4 Cvt,2018,,,,,,,,,,,,,,,,
MLM782179620,used,Puebla,Puebla,215000.0,MXN,Usado,,,,4x2,,,Ford,5,,Gasolina,75000 km,Escape,Automática,2.5 Titanium Ecoboost At,2013,,,,,,,,,,,,,,,,
MLM798422225,used,Distrito Federal,Coyoacán,367900.0,MXN,Usado,,,,Delantera,,1984 cc,Volkswagen,4,,Gasolina,23682 km,Jetta,Automática,2.0 Gli Dsg At,2017,,,,,,,,,,,,,,,,
MLM784242183,new,Estado De México,Zinacantepec,41000.0,MXN,Nuevo,,,,,,200 cc,DAZON,,4 tiempos,,0 km,Otros Modelos,,,2020,Sí,dazon,Motocarros,,,,,,,,,,,,,
MLM793419492,used,Distrito Federal,Cuauhtémoc,91000.0,MXN,Usado,,,,,,,Chevrolet,4,,Gasolina,53000 km,Spark,,1.2 Classic STD A/A,2016,,,,,,,,,,,,,,,,
